#{"t_start": 1761619260.1360385, "env_id": "None"}
r,l,t
1297.05,1000,7.042624
587.35,1000,13.148723
1468.7,1000,19.31407
1451.5,1000,25.49328
1835.7,1000,31.746148
1781.2,1000,38.027345
2207.8,1000,44.329035
1277.8,1000,50.620069
1027.55,1000,56.880043
1013.6,1000,63.112803
-409.25,1000,69.303957
-914.25,1000,75.468371
3535.5,1000,81.550178
3033.45,1000,87.632791
3136.15,1000,93.708855
3304.55,1000,99.801599
1210.75,1000,105.817629
-227.65,1000,111.77446
-608.9,1000,117.596099
-721.2,1000,123.438056
-490.45,1000,129.158539
-374.45,1000,134.889139
-521.55,1000,140.589532
-432.9,1000,146.307967
-334.95,1000,151.941482
-738.65,1000,157.675681
-117.9,1000,163.265048
-609.5,1000,168.929536
-68.1,1000,174.625183
95.6,1000,180.326016
-224.95,1000,185.857257
-109.35,1000,191.376896
-12.2,1000,196.978204
-349.1,1000,202.55144
-129.8,1000,208.079944
-28.9,1000,213.615764
-98.15,1000,219.242991
32.95,1000,224.846798
62.25,1000,230.523243
-122.2,1000,236.077934
-64.45,1000,241.738878
32.75,1000,247.275618
-124.6,1000,252.857157
231.8,1000,258.364655
361.55,1000,263.876456
213.8,1000,269.331944
70.9,1000,274.852478
250.95,1000,280.362489
-93.2,1000,285.906366
259.1,1000,291.409616
118.5,1000,296.89693
450.25,1000,302.28945
280.8,1000,307.61045
398.0,1000,312.934656
722.7,1000,318.220202
233.3,1000,323.521914
131.65,1000,328.804237
521.1,1000,334.224995
509.7,1000,339.619711
225.5,1000,345.065808
30.15,1000,350.459131
635.4,1000,355.919523
435.3,1000,361.323243
615.6,1000,366.997971
6180.95,1000,372.674617
5985.2,1000,378.433421
6473.65,1000,384.146069
6330.1,1000,389.958867
6388.6,1000,395.729497
6488.95,1000,401.531077
6279.25,1000,407.335185
5092.7,1000,413.208912
993.55,1000,419.108042
976.15,1000,424.863181
-11.5,1000,430.568188
115.35,1000,436.287693
-74.85,1000,442.03678
530.4,1000,447.749967
125.25,1000,453.577192
140.1,1000,459.584163
30.15,1000,465.589339
135.3,1000,471.556459
125.25,1000,477.587859
132.3,1000,483.608953
440.25,1000,489.555532
25.2,1000,495.575406
120.3,1000,501.511608
310.5,1000,507.528815
535.35,1000,513.546863
625.5,1000,519.56983
515.2,1000,525.557019
130.2,1000,531.432606
163.95,1000,537.266915
540.3,1000,542.998441
725.55,1000,548.622784
330.3,1000,554.262704
521.65,1000,559.859541
634.45,1000,565.402158
740.4,1000,570.910661
325.35,1000,576.590534
425.8,1000,582.269108
220.35,1000,587.87661
130.2,1000,593.42107
430.35,1000,598.993976
325.35,1000,604.539736
315.45,1000,610.001091
335.25,1000,615.46236
35.1,1000,620.905066
530.4,1000,626.354552
440.25,1000,631.815216
470.55,1000,637.252678
510.6,1000,642.675333
635.4,1000,648.01531
625.5,1000,653.385369
633.7,1000,658.756587
330.7,1000,664.006867
285.3,1000,669.23219
225.3,1000,674.547675
324.4,1000,679.881864
305.55,1000,685.262973
5258.25,1000,690.714392
4802.75,1000,696.412061
1475.85,1000,702.105225
353.55,1000,707.874636
460.35,1000,713.66721
213.35,1000,719.485855
435.3,1000,725.126452
330.3,1000,730.855499
321.55,1000,736.497127
235.2,1000,742.160969
530.4,1000,747.715899
321.95,1000,753.326394
535.35,1000,758.978303
331.45,1000,764.588797
235.2,1000,770.179068
435.3,1000,775.777344
329.35,1000,781.356272
235.2,1000,786.842977
530.4,1000,792.346403
617.25,1000,797.829255
324.4,1000,803.339824
535.35,1000,808.792691
240.15,1000,814.33964
425.4,1000,819.861993
720.6,1000,825.377614
434.35,1000,830.85832
325.35,1000,836.362946
440.25,1000,841.787143
423.7,1000,847.225151
230.25,1000,852.617954
634.45,1000,857.993375
235.2,1000,863.284842
130.2,1000,868.603618
315.45,1000,873.895357
335.25,1000,879.257327
435.3,1000,884.522495
-60.0,1000,889.995782
