#{"t_start": 1761619260.1329324, "env_id": "None"}
r,l,t
1296.25,1000,7.04373
1194.65,1000,13.149824
1343.85,1000,19.314673
2033.65,1000,25.494386
1298.75,1000,31.747199
2075.85,1000,38.028438
551.95,1000,44.329134
519.25,1000,50.620175
-627.45,1000,56.881143
-881.05,1000,63.113909
-891.95,1000,69.304063
-913.9,1000,75.468475
-868.7,1000,81.551283
-1028.85,1000,87.633897
-780.25,1000,93.709961
-500.25,1000,99.801711
-686.7,1000,105.81773
-720.7,1000,111.775061
-562.9,1000,117.595698
-550.75,1000,123.438155
3902.8,1000,129.159641
4406.8,1000,134.889244
3247.25,1000,140.589634
5109.75,1000,146.309067
3971.45,1000,151.942588
4253.35,1000,157.675278
4804.25,1000,163.26595
4210.25,1000,168.930643
5037.45,1000,174.625782
4877.6,1000,180.327049
5056.85,1000,185.858358
936.3,1000,191.376999
71.6,1000,196.979306
-105.9,1000,202.552547
-130.9,1000,208.08005
-374.25,1000,213.616366
17.0,1000,219.244098
-229.1,1000,224.847897
117.0,1000,230.524349
206.85,1000,236.07904
161.95,1000,241.739985
-7.8,1000,247.276216
289.0,1000,252.858263
-45.7,1000,258.36426
292.9,1000,263.877559
104.95,1000,269.333044
176.5,1000,274.854584
146.15,1000,280.363596
500.25,1000,285.907467
631.15,1000,291.410723
181.55,1000,296.898036
324.05,1000,302.290557
339.85,1000,307.611556
411.7,1000,312.936259
525.45,1000,318.221315
340.2,1000,323.523026
520.5,1000,328.80484
530.4,1000,334.225592
330.3,1000,339.619815
513.65,1000,345.067408
530.4,1000,350.460245
430.35,1000,355.920621
530.4,1000,361.32435
240.15,1000,366.999077
438.35,1000,372.676231
435.3,1000,378.434527
621.7,1000,384.147103
623.8,1000,389.959979
229.5,1000,395.730603
417.8,1000,401.532184
212.95,1000,407.336163
291.3,1000,413.209018
424.1,1000,419.107141
421.8,1000,424.864287
282.2,1000,430.569287
418.95,1000,436.288795
207.05,1000,442.037885
338.3,1000,447.751066
310.15,1000,453.578293
6050.05,1000,459.584765
6050.95,1000,465.590446
6262.9,1000,471.55734
5862.4,1000,477.588962
882.9,1000,483.61005
55.35,1000,489.556134
230.25,1000,495.576004
25.2,1000,501.511714
215.4,1000,507.529913
125.25,1000,513.547961
245.25,1000,519.570943
435.3,1000,525.558125
335.25,1000,531.433712
130.2,1000,537.268016
230.25,1000,542.999558
430.35,1000,548.623891
380.4,1000,554.263817
525.45,1000,559.860647
640.35,1000,565.403264
330.3,1000,570.911767
540.3,1000,576.59164
435.3,1000,582.270214
430.35,1000,587.877708
321.75,1000,593.422169
330.3,1000,598.994571
429.4,1000,604.540398
204.95,1000,610.001199
340.2,1000,615.463466
292.85,1000,620.905664
229.3,1000,626.354665
430.35,1000,631.816213
423.7,1000,637.253784
412.65,1000,642.675933
396.15,1000,648.015908
320.4,1000,653.385967
430.35,1000,658.757445
635.4,1000,664.007954
615.6,1000,669.233297
335.25,1000,674.548781
424.45,1000,679.88297
130.2,1000,685.264079
235.2,1000,690.715992
525.45,1000,696.411167
635.4,1000,702.105819
333.35,1000,707.876223
707.9,1000,713.66831
620.55,1000,719.486454
240.15,1000,725.127303
219.6,1000,730.854568
232.35,1000,736.498235
227.4,1000,742.162077
534.4,1000,747.716497
5538.05,1000,753.327394
6076.05,1000,758.979406
1013.55,1000,764.589903
462.4,1000,770.180171
440.25,1000,775.778445
420.45,1000,781.35737
130.2,1000,786.844083
235.2,1000,792.346
435.3,1000,797.830362
435.3,1000,803.34093
430.35,1000,808.793805
325.35,1000,814.340746
425.4,1000,819.86259
422.55,1000,825.377714
335.25,1000,830.859424
423.15,1000,836.365052
325.35,1000,841.78824
635.4,1000,847.225748
425.4,1000,852.619551
680.55,1000,857.994482
625.5,1000,863.285444
528.7,1000,868.604724
529.45,1000,873.896398
735.45,1000,879.258429
525.85,1000,884.523594
40.05,1000,889.99638
