#{"t_start": 1761619260.13975, "env_id": "None"}
r,l,t
1404.65,1000,7.040426
1144.6,1000,13.14901
827.05,1000,19.311364
2062.0,1000,25.492076
1192.65,1000,31.744438
1732.4,1000,38.025624
2307.55,1000,44.328323
2311.25,1000,50.618357
930.25,1000,56.878331
2584.8,1000,63.111599
1652.8,1000,69.301753
1853.15,1000,75.465659
68.0,1000,81.548458
-502.5,1000,87.630591
-794.4,1000,93.707143
-546.1,1000,99.798887
-580.95,1000,105.815918
-739.4,1000,111.771754
-603.2,1000,117.594389
-562.85,1000,123.436344
-372.7,1000,129.156827
-443.75,1000,134.886426
-504.05,1000,140.58782
-503.25,1000,146.305248
-603.9,1000,151.940275
-149.3,1000,157.673982
-186.15,1000,163.266337
-224.45,1000,168.927825
-36.4,1000,174.623472
-334.3,1000,180.323806
-188.7,1000,185.855546
-123.7,1000,191.374186
4.4,1000,196.976492
-44.4,1000,202.548729
-33.95,1000,208.077232
-88.9,1000,213.61306
-153.65,1000,219.24028
5835.5,1000,224.845087
5462.35,1000,230.520524
5175.4,1000,236.075726
5205.05,1000,241.736167
5507.1,1000,247.273912
5402.15,1000,252.855449
5729.85,1000,258.361946
5881.2,1000,263.874745
5582.25,1000,269.330729
5399.75,1000,274.851292
724.65,1000,280.361284
188.05,1000,285.904658
391.7,1000,291.407904
69.1,1000,296.895226
285.75,1000,302.28674
-9.45,1000,307.608738
-42.65,1000,312.932953
-19.6,1000,318.21849
-42.8,1000,323.520203
-153.0,1000,328.802531
230.25,1000,334.223288
35.1,1000,339.617999
207.65,1000,345.064096
-69.9,1000,350.457419
230.25,1000,355.917804
35.1,1000,361.320539
225.3,1000,366.996259
430.35,1000,372.672906
240.15,1000,378.432218
215.4,1000,384.144359
235.2,1000,389.957155
340.2,1000,395.727786
629.7,1000,401.529366
226.45,1000,407.33348
95.6,1000,413.207208
219.25,1000,419.105345
235.2,1000,424.861966
705.6,1000,430.566472
498.85,1000,436.284982
625.5,1000,442.035076
410.4,1000,447.748256
461.25,1000,453.575488
634.65,1000,459.582455
430.35,1000,465.587627
127.55,1000,471.554728
420.65,1000,477.586146
275.6,1000,483.606241
504.75,1000,489.553828
402.25,1000,495.573694
430.35,1000,501.508897
422.0,1000,507.527103
435.3,1000,513.544152
525.45,1000,519.568121
532.7,1000,525.55531
534.4,1000,531.4314
215.6,1000,537.265203
340.2,1000,542.995737
530.4,1000,548.620582
5957.8,1000,554.261497
6339.6,1000,559.857829
447.9,1000,565.399446
347.7,1000,570.907949
225.25,1000,576.58783
445.35,1000,582.267397
240.45,1000,587.874899
431.7,1000,593.419359
140.1,1000,598.992267
88.4,1000,604.537025
335.25,1000,609.999388
235.2,1000,615.461152
134.2,1000,620.902355
350.25,1000,626.352349
230.25,1000,631.813221
547.6,1000,637.251473
115.35,1000,642.673621
231.4,1000,648.012599
329.35,1000,653.383662
235.2,1000,658.754883
440.25,1000,664.005151
540.3,1000,669.22947
725.55,1000,674.545964
315.45,1000,679.879152
525.45,1000,685.26177
420.45,1000,690.712684
-34.95,1000,696.410861
240.15,1000,702.102505
129.25,1000,707.872933
315.3,1000,713.665498
429.4,1000,719.483148
115.35,1000,725.124733
410.55,1000,730.852788
23.3,1000,736.495418
382.7,1000,742.158258
325.35,1000,747.714187
335.25,1000,753.324682
630.45,1000,758.975599
630.45,1000,764.587084
430.35,1000,770.177354
429.4,1000,775.774632
529.45,1000,781.354559
430.35,1000,786.840769
330.3,1000,792.34369
639.4,1000,797.827552
435.3,1000,803.338111
525.45,1000,808.791499
425.4,1000,814.337936
25.2,1000,819.859282
335.25,1000,825.374902
6405.3,1000,830.856608
6081.6,1000,836.361742
958.35,1000,841.784431
460.8,1000,847.223439
530.6,1000,852.616257
320.4,1000,857.991167
225.3,1000,863.282135
164.7,1000,868.60141
424.45,1000,873.892647
635.4,1000,879.255616
415.15,1000,884.520776
-60.0,1000,889.99307
