#{"t_start": 1761619260.1447692, "env_id": "None"}
r,l,t
1568.2,1000,7.038422
817.9,1000,13.146509
1722.7,1000,19.310349
1809.5,1000,25.490061
1551.65,1000,31.742417
1478.5,1000,38.024124
1247.25,1000,44.326376
-180.45,1000,50.615841
2093.3,1000,56.876519
2680.2,1000,63.109583
2685.3,1000,69.299736
3432.1,1000,75.46364
3212.35,1000,81.54661
2933.0,1000,87.628573
930.1,1000,93.705132
279.2,1000,99.797377
-519.7,1000,105.815408
-804.6,1000,111.77074
-539.95,1000,117.59137
-667.0,1000,123.435331
-314.0,1000,129.153808
-382.3,1000,134.885415
-270.8,1000,140.588308
-279.25,1000,146.303229
-279.65,1000,151.939271
-586.55,1000,157.671955
-457.0,1000,163.264317
142.4,1000,168.925309
-378.65,1000,174.621452
-301.5,1000,180.320797
-30.85,1000,185.853527
-327.55,1000,191.372167
-279.5,1000,196.974473
-214.85,1000,202.547227
-342.3,1000,208.075213
-106.8,1000,213.611035
-77.4,1000,219.238956
-121.45,1000,224.843068
329.8,1000,230.518547
105.5,1000,236.073711
129.55,1000,241.734148
140.9,1000,247.270885
92.7,1000,252.85343
95.9,1000,258.36093
492.05,1000,263.871733
-97.95,1000,269.327713
245.8,1000,274.849272
275.95,1000,280.358272
346.55,1000,285.902639
150.3,1000,291.406394
366.0,1000,296.892207
70.8,1000,302.285223
382.0,1000,307.606228
511.75,1000,312.930933
417.8,1000,318.215478
240.15,1000,323.517692
505.65,1000,328.799515
530.6,1000,334.221269
430.35,1000,339.615484
411.35,1000,345.062077
427.5,1000,350.454567
435.3,1000,355.915303
5381.1,1000,361.319734
6004.7,1000,366.99424
5794.75,1000,372.670894
6135.9,1000,378.430203
5635.55,1000,384.142339
6105.0,1000,389.954136
5745.1,1000,395.72527
6398.65,1000,401.527414
460.5,1000,407.331461
235.35,1000,413.205182
340.35,1000,419.103817
222.4,1000,424.858954
18.55,1000,430.564451
154.15,1000,436.283052
225.3,1000,442.032051
212.2,1000,447.745732
-82.65,1000,453.573461
430.35,1000,459.580435
240.15,1000,465.585608
235.2,1000,471.553709
420.45,1000,477.584127
520.5,1000,483.606723
240.15,1000,489.551313
430.35,1000,495.570675
315.65,1000,501.507386
616.0,1000,507.524084
429.4,1000,513.543132
317.55,1000,519.566609
325.0,1000,525.55329
413.8,1000,531.429389
320.4,1000,537.263184
240.15,1000,542.993718
425.4,1000,548.61857
335.25,1000,554.25948
730.5,1000,559.856319
333.35,1000,565.397938
425.8,1000,570.906459
325.35,1000,576.58632
335.25,1000,582.265378
415.5,1000,587.871879
235.2,1000,593.417361
330.3,1000,598.990249
538.4,1000,604.535507
320.4,1000,609.996457
535.35,1000,615.458818
439.3,1000,620.900341
430.35,1000,626.350336
330.3,1000,631.811212
429.4,1000,637.249454
322.5,1000,642.671602
330.3,1000,648.010584
240.15,1000,653.380642
340.2,1000,658.751864
249.0,1000,664.003133
435.3,1000,669.227955
630.45,1000,674.543945
5692.8,1000,679.877642
6172.1,1000,685.259751
353.8,1000,690.710666
321.95,1000,696.41085
319.45,1000,702.100486
525.45,1000,707.870908
350.25,1000,713.663479
701.8,1000,719.481128
330.3,1000,725.122721
625.5,1000,730.850773
339.25,1000,736.493398
425.4,1000,742.156745
414.55,1000,747.712168
640.35,1000,753.322664
429.4,1000,758.973573
622.65,1000,764.584073
416.5,1000,770.175535
425.4,1000,775.772613
530.4,1000,781.35254
335.25,1000,786.838758
514.6,1000,792.341678
475.5,1000,797.825525
235.2,1000,803.336599
440.25,1000,808.789478
635.6,1000,814.335428
329.35,1000,819.85877
224.35,1000,825.373883
425.4,1000,830.854589
340.2,1000,836.359728
429.4,1000,841.782412
538.4,1000,847.221418
116.7,1000,852.614237
434.35,1000,857.989156
525.45,1000,863.280119
440.25,1000,868.599398
625.5,1000,873.891137
735.45,1000,879.252596
223.6,1000,884.517819
-60.0,1000,889.99105
