#{"t_start": 1761619260.140253, "env_id": "None"}
r,l,t
904.7,1000,7.040931
1503.15,1000,13.148507
1752.35,1000,19.311861
780.65,1000,25.492577
1857.6,1000,31.744936
1922.85,1000,38.026121
1789.5,1000,44.328821
1116.6,1000,50.617854
53.25,1000,56.878829
-561.7,1000,63.111096
-758.75,1000,69.302254
-1162.2,1000,75.466156
-746.55,1000,81.548962
-838.2,1000,87.631092
-825.3,1000,93.70664
-668.15,1000,99.799888
-470.0,1000,105.816414
-709.2,1000,111.772249
-533.25,1000,117.593886
-363.0,1000,123.436841
-488.85,1000,129.157324
-333.95,1000,134.886924
-568.45,1000,140.58982
-790.95,1000,146.305753
-210.6,1000,151.940777
-119.7,1000,157.674472
-122.6,1000,163.266834
4557.2,1000,168.928322
4883.85,1000,174.623968
4256.6,1000,180.323303
4546.0,1000,185.855042
5296.8,1000,191.374683
4373.15,1000,196.976989
4740.3,1000,202.549736
4885.6,1000,208.077729
4702.0,1000,213.613549
5228.15,1000,219.240963
963.2,1000,224.844584
-71.6,1000,230.521055
-226.1,1000,236.076227
119.0,1000,241.736664
-111.9,1000,247.273409
30.75,1000,252.855946
-4.3,1000,258.363445
468.85,1000,263.874242
-69.6,1000,269.330226
480.05,1000,274.851781
250.5,1000,280.360781
81.95,1000,285.905153
224.1,1000,291.408403
462.65,1000,296.894723
477.5,1000,302.287236
360.6,1000,307.608235
432.45,1000,312.93345
476.85,1000,318.218987
528.5,1000,323.520203
425.4,1000,328.802028
435.3,1000,334.223783
425.4,1000,339.617496
325.35,1000,345.064593
519.55,1000,350.456916
24.45,1000,355.918308
530.4,1000,361.32123
328.4,1000,366.996757
224.55,1000,372.673403
630.45,1000,378.432719
115.35,1000,384.144855
561.3,1000,389.956652
637.5,1000,395.727283
231.6,1000,401.528863
523.95,1000,407.333977
321.95,1000,413.206705
420.85,1000,419.105829
235.2,1000,424.861463
407.55,1000,430.566967
503.0,1000,436.285478
518.25,1000,442.034573
322.9,1000,447.748753
434.35,1000,453.574985
330.3,1000,459.581952
406.4,1000,465.587124
527.75,1000,471.555226
408.1,1000,477.586652
233.3,1000,483.606738
331.65,1000,489.553829
6138.35,1000,495.573191
6190.7,1000,501.509898
6263.05,1000,507.527601
917.25,1000,513.544648
324.4,1000,519.568617
370.35,1000,525.555806
425.4,1000,531.431898
130.2,1000,537.2657
235.2,1000,542.996227
532.5,1000,548.621086
25.2,1000,554.261994
440.25,1000,559.858326
325.35,1000,565.400447
230.25,1000,570.908446
135.15,1000,576.58832
422.75,1000,582.266894
380.4,1000,587.874396
435.3,1000,593.419849
630.45,1000,598.992764
630.45,1000,604.537521
422.55,1000,609.999884
407.55,1000,615.46133
280.35,1000,620.902857
425.4,1000,626.352853
423.7,1000,631.81373
520.5,1000,637.25197
630.45,1000,642.674126
130.2,1000,648.0131
630.45,1000,653.383158
335.25,1000,658.75538
335.25,1000,664.005648
570.6,1000,669.23047
530.4,1000,674.545461
225.3,1000,679.880153
30.15,1000,685.262267
533.45,1000,690.713181
231.4,1000,696.412362
231.4,1000,702.103002
524.5,1000,707.873425
304.1,1000,713.665995
315.45,1000,719.483644
315.45,1000,725.125237
319.85,1000,730.85329
728.6,1000,736.495914
335.25,1000,742.158757
335.25,1000,747.714684
320.8,1000,753.325187
316.6,1000,758.976089
520.5,1000,764.586581
525.45,1000,770.177853
640.35,1000,775.775129
6423.9,1000,781.354056
6037.75,1000,786.84127
504.45,1000,792.344194
1001.25,1000,797.828041
450.3,1000,803.338609
430.35,1000,808.791995
297.4,1000,814.338433
235.2,1000,819.860282
257.9,1000,825.376399
530.4,1000,830.857105
540.3,1000,836.36224
415.5,1000,841.784928
335.25,1000,847.223934
530.4,1000,852.616754
725.55,1000,857.991668
325.35,1000,863.282635
320.4,1000,868.60191
324.4,1000,873.893648
430.35,1000,879.255113
129.45,1000,884.520273
-895.7,1000,889.993566
