#{"t_start": 1761602797.7612884, "env_id": "None"}
r,l,t
1150.5,1000,7.005112
1541.7,1000,13.157515
1343.95,1000,19.35496
1466.35,1000,25.47482
1069.2,1000,31.660424
1509.35,1000,37.861664
2582.85,1000,44.072969
2637.35,1000,50.254939
2942.65,1000,56.493883
1817.2,1000,62.687126
2205.75,1000,68.945872
1372.05,1000,75.165441
65.95,1000,81.463939
-672.9,1000,87.63913
-848.5,1000,93.68104
-493.05,1000,99.631715
-611.35,1000,105.564141
-367.25,1000,111.434106
-509.75,1000,117.253988
-72.6,1000,123.086762
-450.65,1000,128.737962
-107.4,1000,134.386231
-652.2,1000,139.842133
-300.45,1000,145.322421
-654.35,1000,150.614297
-497.05,1000,155.960151
36.15,1000,161.232633
-247.1,1000,166.508174
-49.45,1000,171.710988
-485.75,1000,176.908885
-100.35,1000,182.049244
-109.85,1000,187.307227
-324.5,1000,192.486836
-208.45,1000,197.769603
15.45,1000,203.014398
24.8,1000,208.196012
-7.5,1000,213.321421
-85.1,1000,218.501029
131.8,1000,223.661519
44.95,1000,228.860818
346.35,1000,234.145017
478.65,1000,239.632649
172.6,1000,245.075506
188.6,1000,250.665025
127.65,1000,256.343235
258.65,1000,262.042007
94.95,1000,267.820143
408.95,1000,273.75078
315.95,1000,279.653222
495.35,1000,285.610012
6003.3,1000,291.50814
6031.05,1000,297.465937
6065.4,1000,303.390892
6335.75,1000,309.287151
6496.35,1000,315.215845
6119.55,1000,321.076915
6213.55,1000,326.890454
748.6,1000,332.553056
103.2,1000,338.257344
140.1,1000,343.942657
335.25,1000,349.686202
435.3,1000,355.346699
215.4,1000,361.102136
140.1,1000,366.912085
235.2,1000,372.749571
-84.75,1000,378.733468
430.35,1000,384.586747
235.2,1000,390.517843
315.45,1000,396.344202
-60.0,1000,402.251136
335.25,1000,408.145277
119.35,1000,414.058186
140.1,1000,419.967249
230.25,1000,425.827297
245.0,1000,431.695189
824.85,1000,437.470682
130.2,1000,443.2475
430.35,1000,448.898721
230.25,1000,454.375902
430.55,1000,459.981589
339.25,1000,465.598405
235.2,1000,471.047134
134.2,1000,476.479582
625.5,1000,482.065534
540.3,1000,487.696296
630.45,1000,493.27405
635.4,1000,498.877803
415.5,1000,504.451163
114.6,1000,509.829211
343.7,1000,515.204246
15.9,1000,520.615327
329.35,1000,526.009749
130.2,1000,531.393443
323.45,1000,536.773129
229.3,1000,542.111514
225.3,1000,547.51641
29.2,1000,552.937747
330.3,1000,558.430078
435.3,1000,563.917567
106.5,1000,569.417276
335.25,1000,574.957293
330.7,1000,580.578421
415.9,1000,586.249525
516.15,1000,592.021653
240.15,1000,597.824938
6082.75,1000,603.792577
6169.15,1000,609.625581
647.25,1000,615.475688
422.0,1000,621.261078
215.4,1000,626.914541
530.4,1000,632.532887
230.25,1000,638.110179
633.5,1000,643.711287
313.55,1000,649.246435
130.2,1000,654.768209
212.95,1000,660.202995
409.6,1000,665.584165
58.95,1000,670.83325
320.4,1000,676.251041
340.2,1000,681.645764
615.65,1000,686.88542
285.3,1000,692.063314
435.3,1000,697.330115
320.4,1000,702.590507
426.55,1000,707.907012
209.7,1000,713.184286
235.2,1000,718.610856
327.45,1000,723.968779
428.45,1000,729.359137
730.5,1000,734.694219
439.3,1000,740.053366
130.2,1000,745.339882
531.85,1000,750.665614
235.2,1000,755.951837
532.5,1000,761.274395
427.5,1000,766.543363
135.15,1000,771.730565
130.2,1000,776.965732
434.35,1000,782.212669
90.15,1000,787.459998
214.85,1000,792.757872
533.65,1000,798.032923
427.5,1000,803.334231
470.55,1000,808.524158
734.5,1000,813.622055
328.6,1000,818.718088
428.65,1000,823.98179
535.35,1000,829.17648
335.25,1000,834.471932
522.8,1000,839.934714
535.35,1000,845.59424
-80.55,1000,851.24857
330.3,1000,857.117182
204.0,1000,862.930874
235.2,1000,868.855165
6259.35,1000,874.691279
3704.7,1000,881.259783
