#{"t_start": 1761602797.762288, "env_id": "None"}
r,l,t
1557.1,1000,7.005113
1989.45,1000,13.157517
904.95,1000,19.354962
1391.9,1000,25.47382
1183.9,1000,31.659424
1962.4,1000,37.860664
1699.2,1000,44.07297
408.35,1000,50.254938
322.15,1000,56.494264
2454.05,1000,62.687126
3202.35,1000,68.94587
2697.65,1000,75.165438
2507.2,1000,81.463944
1638.85,1000,87.63913
-31.55,1000,93.68104
-717.6,1000,99.631716
-553.5,1000,105.563141
-650.1,1000,111.43361
-481.4,1000,117.25428
-492.9,1000,123.086762
-392.15,1000,128.737962
-730.7,1000,134.386229
-587.7,1000,139.842132
-160.95,1000,145.322925
-560.15,1000,150.614426
-285.15,1000,155.960152
-194.45,1000,161.231633
-89.8,1000,166.509173
-204.9,1000,171.709988
-191.9,1000,176.908885
-23.9,1000,182.049244
-356.55,1000,187.307228
-132.05,1000,192.48634
-255.9,1000,197.769604
-391.15,1000,203.014404
-153.5,1000,208.196016
255.35,1000,213.320422
-60.2,1000,218.501022
-73.05,1000,223.661519
94.1,1000,228.860818
-54.5,1000,234.145017
416.45,1000,239.631649
106.8,1000,245.075511
228.4,1000,250.665027
5523.25,1000,256.343738
5863.35,1000,262.042006
5840.4,1000,267.820143
5932.65,1000,273.75078
6043.05,1000,279.653726
5835.1,1000,285.609012
5893.8,1000,291.50714
6123.0,1000,297.465941
903.3,1000,303.390892
135.8,1000,309.287151
280.9,1000,315.215844
382.6,1000,321.076916
335.25,1000,326.890454
400.3,1000,332.552057
-69.9,1000,338.257344
325.35,1000,343.943162
30.15,1000,349.68621
530.4,1000,355.346699
20.25,1000,361.102136
225.3,1000,366.913079
-74.85,1000,372.749571
425.4,1000,378.733468
139.15,1000,384.586747
425.4,1000,390.517843
-69.9,1000,396.343202
371.45,1000,402.252136
424.65,1000,408.145278
535.35,1000,414.058194
218.1,1000,419.967753
230.25,1000,425.827297
35.1,1000,431.695189
218.1,1000,437.470685
430.35,1000,443.2465
30.15,1000,448.898722
230.25,1000,454.374902
124.3,1000,459.981589
340.2,1000,465.598406
130.2,1000,471.04713
420.45,1000,476.479584
169.45,1000,482.065533
227.6,1000,487.6963
434.35,1000,493.274059
225.3,1000,498.877803
425.6,1000,504.451164
635.4,1000,509.829205
306.85,1000,515.203749
519.55,1000,520.615327
620.95,1000,526.009749
333.35,1000,531.393443
225.3,1000,536.773129
535.35,1000,542.111514
435.3,1000,547.516402
221.5,1000,552.937747
327.45,1000,558.429079
235.2,1000,563.916568
427.5,1000,569.416276
4638.25,1000,574.956293
6009.15,1000,580.578423
937.15,1000,586.249526
396.0,1000,592.020653
222.45,1000,597.824943
222.95,1000,603.791578
104.95,1000,609.626584
601.8,1000,615.475693
535.35,1000,621.260079
129.25,1000,626.914546
375.45,1000,632.533392
330.3,1000,638.110179
335.25,1000,643.711277
139.15,1000,649.246435
435.3,1000,654.76821
624.55,1000,660.203496
230.25,1000,665.58417
29.2,1000,670.83325
139.15,1000,676.250041
475.5,1000,681.645768
616.95,1000,686.885416
330.3,1000,692.062315
235.2,1000,697.330115
435.3,1000,702.590508
733.55,1000,707.906012
405.6,1000,713.184291
184.3,1000,718.610856
425.8,1000,723.968779
419.5,1000,729.359136
130.4,1000,734.693219
335.25,1000,740.053869
529.45,1000,745.338883
293.15,1000,750.665623
439.3,1000,755.951838
325.35,1000,761.274401
413.25,1000,766.542363
379.8,1000,771.730566
440.25,1000,776.965734
135.15,1000,782.213179
440.25,1000,787.459998
634.45,1000,792.756872
283.4,1000,798.033433
374.5,1000,803.334237
290.25,1000,808.523662
615.6,1000,813.622063
624.75,1000,818.717088
-216.0,1000,823.98079
733.55,1000,829.17648
240.6,1000,834.470932
334.3,1000,839.934719
6098.7,1000,845.594291
5591.95,1000,851.24857
818.1,1000,857.117182
450.45,1000,862.930875
339.25,1000,868.855169
429.4,1000,874.69128
-60.0,1000,881.259783
