#{"t_start": 1761602797.7517796, "env_id": "None"}
r,l,t
1808.7,1000,7.008578
635.15,1000,13.162519
1307.8,1000,19.357943
1606.0,1000,25.477826
1415.95,1000,31.662422
407.85,1000,37.865168
561.65,1000,44.077477
1091.05,1000,50.258749
2500.65,1000,56.497393
2928.5,1000,62.691126
2611.95,1000,68.949871
2957.2,1000,75.169445
2798.5,1000,81.46795
2594.5,1000,87.643533
1318.75,1000,93.684545
-118.1,1000,99.636226
-213.9,1000,105.567146
-495.7,1000,111.438614
-671.35,1000,117.257498
-713.4,1000,123.090756
-737.05,1000,128.741943
-386.3,1000,134.39123
-471.1,1000,139.843587
-123.6,1000,145.327931
-99.35,1000,150.619806
-373.0,1000,155.964661
-152.85,1000,161.237142
-501.0,1000,166.512581
-359.6,1000,171.714986
-240.85,1000,176.913387
86.2,1000,182.053577
-99.45,1000,187.311637
-178.05,1000,192.490839
-32.95,1000,197.774111
305.7,1000,203.019403
-136.7,1000,208.198999
172.0,1000,213.325944
-320.55,1000,218.506539
-222.6,1000,223.666028
-68.5,1000,228.865328
165.35,1000,234.150017
237.15,1000,239.635153
175.6,1000,245.079788
5575.9,1000,250.669472
5703.2,1000,256.348743
6213.15,1000,262.046521
5789.05,1000,267.824645
6037.45,1000,273.756289
6089.55,1000,279.657731
6051.15,1000,285.614514
6280.55,1000,291.512602
762.9,1000,297.469937
246.6,1000,303.395396
248.75,1000,309.291147
25.2,1000,315.220849
130.2,1000,321.081911
130.2,1000,326.895454
325.35,1000,332.557565
30.15,1000,338.26234
-69.9,1000,343.948166
230.25,1000,349.69021
219.4,1000,355.350872
25.2,1000,361.106645
335.25,1000,366.915586
324.4,1000,372.754075
330.3,1000,378.738469
110.4,1000,384.591745
135.15,1000,390.522847
18.35,1000,396.348704
35.1,1000,402.255645
197.55,1000,408.150277
135.15,1000,414.062176
325.35,1000,419.972249
335.25,1000,425.831666
530.4,1000,431.700188
435.3,1000,437.474187
321.75,1000,443.251853
525.45,1000,448.90272
537.45,1000,454.379902
135.15,1000,459.98609
330.3,1000,465.601386
30.15,1000,471.05257
530.4,1000,476.482074
430.55,1000,482.069544
335.25,1000,487.700621
422.0,1000,493.279042
334.3,1000,498.8828
130.2,1000,504.455671
-172.5,1000,509.83369
624.55,1000,515.208755
235.2,1000,520.619819
628.75,1000,526.014254
810.6,1000,531.397953
419.5,1000,536.777637
440.25,1000,542.115018
635.4,1000,547.521816
535.35,1000,552.942239
620.55,1000,558.433575
325.35,1000,563.921565
5716.8,1000,569.421707
5947.85,1000,574.9613
877.2,1000,580.58241
445.5,1000,586.254025
246.5,1000,592.026162
429.5,1000,597.828943
729.55,1000,603.795086
375.45,1000,609.630583
506.05,1000,615.48069
630.45,1000,621.26558
420.45,1000,626.919546
433.4,1000,632.538397
130.2,1000,638.115677
223.5,1000,643.715786
530.4,1000,649.251436
335.25,1000,654.772657
530.4,1000,660.208504
308.6,1000,665.588171
525.45,1000,670.837758
240.15,1000,676.255544
529.45,1000,681.650766
734.5,1000,686.889635
630.45,1000,692.067822
625.5,1000,697.334621
224.35,1000,702.594012
735.45,1000,707.911009
604.75,1000,713.189291
335.25,1000,718.616364
334.3,1000,723.97278
534.4,1000,729.362125
333.35,1000,734.699217
518.6,1000,740.057875
-74.85,1000,745.344389
519.75,1000,750.668612
535.35,1000,755.956338
420.45,1000,761.279855
430.35,1000,766.54782
629.5,1000,771.735068
435.3,1000,776.970728
220.35,1000,782.21818
235.2,1000,787.465503
433.4,1000,792.761869
430.35,1000,798.038431
418.95,1000,803.339237
624.55,1000,808.528667
625.5,1000,813.626565
225.3,1000,818.722084
440.25,1000,823.986293
519.0,1000,829.180959
717.75,1000,834.476441
5546.75,1000,839.93972
5648.05,1000,845.599741
1468.15,1000,851.252567
545.4,1000,857.122187
425.4,1000,862.935383
481.75,1000,868.860168
424.45,1000,874.695784
-60.0,1000,881.264287
