#{"t_start": 1761602797.7442663, "env_id": "None"}
r,l,t
536.3,1000,7.012092
357.7,1000,13.166033
1437.65,1000,19.361447
1029.2,1000,25.481334
1569.55,1000,31.666935
1898.25,1000,37.868172
1780.15,1000,44.080985
819.85,1000,50.262262
1894.5,1000,56.500893
2286.85,1000,62.69464
1413.55,1000,68.953384
-452.65,1000,75.172951
-53.1,1000,81.470944
-728.35,1000,87.647039
-307.5,1000,93.68855
-829.15,1000,99.639656
-443.15,1000,105.571146
-546.6,1000,111.439618
-566.45,1000,117.259501
-639.95,1000,123.094274
-508.95,1000,128.745445
-226.75,1000,134.394743
-194.7,1000,139.845101
4272.4,1000,145.331439
4280.75,1000,150.623333
4098.6,1000,155.968657
4920.7,1000,161.240142
4515.8,1000,166.517094
4674.3,1000,171.718439
4852.45,1000,176.917381
4681.3,1000,182.058091
1496.15,1000,187.31515
-714.0,1000,192.495352
-220.65,1000,197.778122
-142.85,1000,203.022913
-258.5,1000,208.202514
251.95,1000,213.329357
66.3,1000,218.509524
225.15,1000,223.670028
179.6,1000,228.869333
295.9,1000,234.153531
332.85,1000,239.639159
380.8,1000,245.084283
-60.1,1000,250.672977
89.15,1000,256.352257
-30.3,1000,262.04951
477.8,1000,267.82865
435.65,1000,273.75929
449.85,1000,279.661235
88.3,1000,285.617508
485.15,1000,291.515125
-42.95,1000,297.473449
210.55,1000,303.398855
604.95,1000,309.29566
428.45,1000,315.224372
440.25,1000,321.08543
430.35,1000,326.89846
324.4,1000,332.561076
525.45,1000,338.264566
230.25,1000,343.951672
635.4,1000,349.693715
529.45,1000,355.354386
237.3,1000,361.109651
225.3,1000,366.920056
414.95,1000,372.758085
197.95,1000,378.740978
406.4,1000,384.594256
312.6,1000,390.526361
630.45,1000,396.352225
935.55,1000,402.259649
620.95,1000,408.15379
329.35,1000,414.066682
429.4,1000,419.975762
635.4,1000,425.836186
525.45,1000,431.703701
201.2,1000,437.477198
520.9,1000,443.255358
434.35,1000,448.906234
329.35,1000,454.383434
5811.35,1000,459.990099
6059.1,1000,465.604907
4349.15,1000,471.056093
5959.25,1000,476.485587
947.85,1000,482.07305
250.35,1000,487.705126
200.4,1000,493.282551
235.2,1000,498.886314
96.55,1000,504.459077
92.5,1000,509.837204
132.3,1000,515.211263
35.1,1000,520.623328
520.5,1000,526.018264
330.3,1000,531.401461
330.3,1000,536.781141
335.25,1000,542.11819
634.45,1000,547.525331
319.45,1000,552.945753
224.55,1000,558.437585
430.35,1000,563.926079
312.8,1000,569.425212
475.9,1000,574.964808
612.2,1000,580.585923
217.7,1000,586.258035
230.45,1000,592.02917
434.35,1000,597.832455
326.5,1000,603.799091
730.5,1000,609.634097
325.0,1000,615.484204
535.35,1000,621.269589
425.4,1000,626.923055
30.15,1000,632.541907
435.3,1000,638.118659
425.4,1000,643.718791
220.35,1000,649.254948
124.3,1000,654.776169
135.15,1000,660.212012
330.3,1000,665.591677
330.3,1000,670.841237
335.25,1000,676.25955
339.25,1000,681.653275
-95.85,1000,686.892152
224.55,1000,692.071329
525.45,1000,697.338626
425.4,1000,702.598021
335.25,1000,707.915523
210.45,1000,713.192801
230.25,1000,718.619376
633.5,1000,723.976293
725.55,1000,729.366631
435.3,1000,734.702721
230.25,1000,740.06138
5824.05,1000,745.348398
5919.9,1000,750.672115
1057.45,1000,755.960346
325.25,1000,761.28336
634.45,1000,766.551325
-30.45,1000,771.739062
630.45,1000,776.974248
125.25,1000,782.221691
135.15,1000,787.469507
325.35,1000,792.766383
635.4,1000,798.041942
425.4,1000,803.343743
465.6,1000,808.532179
219.4,1000,813.630571
129.25,1000,818.725597
430.75,1000,823.988298
615.25,1000,829.18347
423.7,1000,834.479445
424.85,1000,839.943229
425.4,1000,845.603256
224.75,1000,851.257081
325.35,1000,857.1257
318.7,1000,862.937388
533.45,1000,868.862683
404.7,1000,874.699787
40.05,1000,881.267297
