#{"t_start": 1761602797.7695513, "env_id": "None"}
r,l,t
1138.2,1000,7.002851
1975.8,1000,13.154254
1614.85,1000,19.350703
1769.15,1000,25.471566
1468.65,1000,31.656671
878.7,1000,37.857911
1784.4,1000,44.068737
1811.5,1000,50.252677
1349.15,1000,56.490005
2649.7,1000,62.683864
2344.25,1000,68.943607
3050.45,1000,75.162183
1344.6,1000,81.460686
-356.1,1000,87.636372
-680.25,1000,93.677292
-976.1,1000,99.627958
-538.75,1000,105.559888
-646.4,1000,111.430357
-556.35,1000,117.251024
-1182.75,1000,123.083505
-419.85,1000,128.733699
-602.05,1000,134.382968
-567.95,1000,139.840349
-432.75,1000,145.319665
-500.75,1000,150.611165
-371.5,1000,155.955893
-233.75,1000,161.227886
-390.3,1000,166.505911
-434.0,1000,171.706228
-557.8,1000,176.904629
164.05,1000,182.044981
-80.75,1000,187.302964
-119.55,1000,192.48308
81.05,1000,197.765845
-22.5,1000,203.010138
324.05,1000,208.192261
-80.05,1000,213.316668
-199.9,1000,218.497899
175.25,1000,223.657764
106.4,1000,228.857064
303.2,1000,234.140759
363.95,1000,239.628894
219.85,1000,245.072248
-42.7,1000,250.660761
127.3,1000,256.339484
236.2,1000,262.038259
6216.9,1000,267.816964
5703.3,1000,273.747026
5672.15,1000,279.649471
6322.35,1000,285.605749
6078.85,1000,291.503877
6237.75,1000,297.461678
6270.2,1000,303.387283
6308.3,1000,309.282888
689.45,1000,315.211587
555.95,1000,321.072652
290.25,1000,326.8867
30.15,1000,332.548306
445.1,1000,338.254081
35.1,1000,343.939903
422.2,1000,349.682947
220.35,1000,355.342435
-64.95,1000,361.098385
386.65,1000,366.909333
135.15,1000,372.745811
-60.0,1000,378.729716
217.15,1000,384.582484
283.55,1000,390.514589
315.45,1000,396.339077
340.2,1000,402.248384
279.4,1000,408.142019
620.55,1000,414.05393
330.5,1000,419.963494
234.25,1000,425.824035
115.35,1000,431.69193
235.2,1000,437.466936
125.25,1000,443.243245
114.05,1000,448.894459
430.35,1000,454.371643
503.4,1000,459.977845
-64.95,1000,465.594141
30.15,1000,471.043866
390.3,1000,476.475823
429.4,1000,482.06227
432.45,1000,487.692037
520.5,1000,493.270795
740.4,1000,498.87354
329.55,1000,504.448412
430.35,1000,509.825943
340.2,1000,515.20049
416.65,1000,520.611072
503.15,1000,526.00599
612.75,1000,531.389236
235.2,1000,536.769373
427.7,1000,542.10776
432.45,1000,547.513138
330.3,1000,552.934484
231.4,1000,558.425807
435.3,1000,563.913304
20.65,1000,569.412534
330.3,1000,574.95303
518.6,1000,580.574157
5707.25,1000,586.245766
6433.0,1000,592.016899
6106.4,1000,597.820679
6146.2,1000,603.788823
18.05,1000,609.62233
361.5,1000,615.471429
650.4,1000,621.257924
540.3,1000,626.910791
629.5,1000,632.530144
430.35,1000,638.108418
325.35,1000,643.707105
335.25,1000,649.243172
440.25,1000,654.763953
635.4,1000,660.201243
329.35,1000,665.581136
440.25,1000,670.830511
335.25,1000,676.246844
440.25,1000,681.641505
235.2,1000,686.881156
608.6,1000,692.059566
345.3,1000,697.326364
329.35,1000,702.586746
740.4,1000,707.902749
228.35,1000,713.180032
625.7,1000,718.608113
605.95,1000,723.964516
325.35,1000,729.354873
230.25,1000,734.689965
630.45,1000,740.049613
425.4,1000,745.33462
225.3,1000,750.660879
330.3,1000,755.949094
328.6,1000,761.270138
228.75,1000,766.538695
339.25,1000,771.727705
340.2,1000,776.961478
335.25,1000,782.208922
535.35,1000,787.456239
113.65,1000,792.753609
287.85,1000,798.029184
724.6,1000,803.33255
525.45,1000,808.520912
334.3,1000,813.618318
734.5,1000,818.713825
330.3,1000,823.977045
174.6,1000,829.173211
330.3,1000,834.468177
131.35,1000,839.931459
119.35,1000,845.591035
308.05,1000,851.244307
320.6,1000,857.113921
113.85,1000,862.927138
6323.5,1000,868.851905
6115.65,1000,874.687525
591.0,1000,881.256024
