#{"t_start": 1761602797.7517796, "env_id": "None"}
r,l,t
913.45,1000,7.008578
869.1,1000,13.162519
1592.0,1000,19.35894
1156.1,1000,25.477826
718.6,1000,31.663422
967.6,1000,37.865168
1637.35,1000,44.077477
2327.55,1000,50.258749
2256.9,1000,56.498393
2297.5,1000,62.691126
2079.8,1000,68.949871
1462.9,1000,75.169445
-48.2,1000,81.46795
-672.35,1000,87.644631
-802.6,1000,93.685545
-540.2,1000,99.637225
-524.5,1000,105.568146
-552.85,1000,111.438614
-267.45,1000,117.257498
-405.05,1000,123.091749
-542.7,1000,128.741943
-330.8,1000,134.39123
-591.35,1000,139.843587
-207.3,1000,145.327931
-657.4,1000,150.619806
-186.5,1000,155.96566
-207.75,1000,161.237142
-427.4,1000,166.513581
-193.0,1000,171.715989
78.45,1000,176.914394
-209.45,1000,182.053577
-100.75,1000,187.311637
54.5,1000,192.491838
-97.75,1000,197.774111
-125.65,1000,203.019403
-143.35,1000,208.2
230.7,1000,213.325944
-208.9,1000,218.506539
-201.15,1000,223.667027
395.55,1000,228.865328
98.8,1000,234.150017
5417.95,1000,239.636155
5414.05,1000,245.080778
5730.25,1000,250.669472
5823.75,1000,256.348743
5607.4,1000,262.046521
5781.05,1000,267.825643
5833.3,1000,273.756289
5697.25,1000,279.658731
6409.8,1000,285.614514
470.05,1000,291.512602
267.9,1000,297.469937
135.05,1000,303.395396
-83.6,1000,309.292147
530.4,1000,315.220849
130.2,1000,321.081911
35.1,1000,326.895454
230.25,1000,332.557565
124.3,1000,338.26234
425.4,1000,343.949166
24.25,1000,349.69021
140.1,1000,355.350872
10.45,1000,361.106645
-69.9,1000,366.916594
430.35,1000,372.75508
35.1,1000,378.738469
309.55,1000,384.591745
490.4,1000,390.522847
229.3,1000,396.348704
-85.1,1000,402.256644
340.2,1000,408.150277
580.5,1000,414.062176
-60.0,1000,419.972249
335.25,1000,425.832666
270.45,1000,431.700188
434.35,1000,437.47519
517.85,1000,443.251853
125.25,1000,448.90272
225.3,1000,454.379902
605.15,1000,459.987098
430.35,1000,465.601386
227.4,1000,471.05257
145.35,1000,476.483578
434.35,1000,482.069544
440.25,1000,487.701613
-130.6,1000,493.279042
430.35,1000,498.8828
333.35,1000,504.455671
310.15,1000,509.83369
534.4,1000,515.208755
582.6,1000,520.619819
430.55,1000,526.014254
334.3,1000,531.397953
529.45,1000,536.777637
740.4,1000,542.115018
635.4,1000,547.521816
335.25,1000,552.942239
319.1,1000,558.434664
5867.15,1000,563.922565
6064.4,1000,569.421707
677.85,1000,574.9613
491.95,1000,580.58241
360.55,1000,586.25503
230.25,1000,592.026162
115.35,1000,597.829943
415.5,1000,603.796084
522.8,1000,609.630583
523.75,1000,615.48069
739.45,1000,621.26558
435.3,1000,626.919546
620.55,1000,632.538397
320.4,1000,638.115677
224.35,1000,643.716786
209.5,1000,649.251436
326.9,1000,654.772657
225.3,1000,660.208504
209.5,1000,665.588171
53.6,1000,670.838758
430.35,1000,676.255544
430.35,1000,681.650766
532.5,1000,686.889635
440.25,1000,692.067822
533.65,1000,697.334621
735.45,1000,702.595017
381.9,1000,707.912009
327.45,1000,713.189291
29.2,1000,718.616364
425.4,1000,723.973779
425.4,1000,729.362125
440.25,1000,734.699217
30.15,1000,740.058875
335.25,1000,745.344389
515.55,1000,750.668612
230.25,1000,755.957338
330.3,1000,761.279855
485.4,1000,766.54782
135.15,1000,771.735068
720.6,1000,776.970728
430.35,1000,782.21818
328.4,1000,787.465503
226.45,1000,792.762869
535.35,1000,798.038431
325.35,1000,803.340237
324.4,1000,808.528667
515.55,1000,813.627573
218.85,1000,818.722084
180.3,1000,823.986293
107.9,1000,829.180959
6321.65,1000,834.476441
5305.8,1000,839.93972
1578.85,1000,845.599741
500.7,1000,851.252567
450.3,1000,857.122187
625.3,1000,862.935383
635.4,1000,868.860168
212.4,1000,874.696788
40.05,1000,881.264287
