#{"t_start": 1761602797.764288, "env_id": "None"}
r,l,t
1584.5,1000,7.004115
625.25,1000,13.156518
1070.85,1000,19.353966
40.3,1000,25.473828
1874.0,1000,31.659425
873.05,1000,37.859664
1652.35,1000,44.071993
1025.05,1000,50.254941
2282.35,1000,56.493282
2937.9,1000,62.686127
2979.0,1000,68.944872
2938.6,1000,75.164438
2672.05,1000,81.462945
1013.4,1000,87.63813
-263.55,1000,93.68004
-902.35,1000,99.631217
-854.6,1000,105.562146
-486.55,1000,111.432616
-583.3,1000,117.253288
-722.3,1000,123.085762
-452.5,1000,128.736962
-225.95,1000,134.385231
-307.8,1000,139.842441
-358.55,1000,145.322931
-378.8,1000,150.613426
-364.6,1000,155.959152
-402.05,1000,161.231143
-65.85,1000,166.509175
-160.95,1000,171.708988
-89.9,1000,176.907885
46.9,1000,182.048244
-394.1,1000,187.306228
-175.15,1000,192.485344
273.9,1000,197.768605
-22.7,1000,203.013412
59.45,1000,208.195017
-200.9,1000,213.319422
-357.15,1000,218.500022
196.25,1000,223.659519
78.25,1000,228.859819
-98.6,1000,234.144022
133.3,1000,239.631153
121.1,1000,245.074511
448.85,1000,250.664025
373.2,1000,256.342743
61.8,1000,262.041008
37.4,1000,267.819143
368.35,1000,273.74978
-201.55,1000,279.65273
625.7,1000,285.608012
360.1,1000,291.50714
628.6,1000,297.464941
477.1,1000,303.389892
6435.4,1000,309.286152
5952.6,1000,315.214844
5677.05,1000,321.075916
5593.1,1000,326.889455
6143.8,1000,332.551569
6195.8,1000,338.256344
5879.15,1000,343.942167
1176.15,1000,349.685203
440.4,1000,355.345699
350.4,1000,361.101641
25.2,1000,366.911583
30.15,1000,372.748571
25.2,1000,378.731971
319.45,1000,384.585747
-69.9,1000,390.516844
80.45,1000,396.342332
-65.9,1000,402.251136
115.35,1000,408.144282
299.5,1000,414.057193
-60.95,1000,419.966758
135.15,1000,425.827298
125.25,1000,431.694193
135.15,1000,437.469682
30.15,1000,443.245501
225.3,1000,448.897723
128.3,1000,454.373906
215.4,1000,459.979589
535.35,1000,465.597415
320.4,1000,471.04613
434.35,1000,476.478583
335.25,1000,482.064535
538.4,1000,487.695299
820.65,1000,493.273058
537.45,1000,498.876804
373.95,1000,504.450164
326.5,1000,509.828204
330.7,1000,515.202754
735.45,1000,520.614327
609.75,1000,526.00875
329.35,1000,531.392495
519.95,1000,536.771634
435.3,1000,542.109514
324.4,1000,547.515409
520.5,1000,552.936747
327.65,1000,558.42907
475.5,1000,563.915568
-8.6,1000,569.415284
527.0,1000,574.956292
411.35,1000,580.577437
119.0,1000,586.248526
355.5,1000,592.019654
529.45,1000,597.823941
220.95,1000,603.791082
525.45,1000,609.625586
340.2,1000,615.474693
6047.3,1000,621.260073
5710.95,1000,626.913546
647.55,1000,632.532397
359.5,1000,638.109171
420.45,1000,643.710285
324.4,1000,649.245436
129.25,1000,654.767209
417.8,1000,660.2045
625.5,1000,665.583169
135.15,1000,670.832756
415.5,1000,676.249042
429.4,1000,681.644768
325.55,1000,686.884418
435.3,1000,692.061818
530.4,1000,697.329115
319.45,1000,702.589507
425.4,1000,707.905012
415.5,1000,713.183291
225.3,1000,718.611367
290.25,1000,723.967779
229.3,1000,729.358136
740.4,1000,734.693227
233.3,1000,740.052874
130.2,1000,745.337883
230.25,1000,750.663624
538.4,1000,755.951355
325.35,1000,761.273401
329.35,1000,766.541952
827.7,1000,771.729558
240.15,1000,776.964734
525.45,1000,782.212186
280.35,1000,787.458999
326.7,1000,792.755872
417.8,1000,798.03244
400.65,1000,803.333237
522.8,1000,808.523666
228.35,1000,813.620063
321.55,1000,818.716088
328.6,1000,823.97979
530.6,1000,829.175473
225.5,1000,834.469932
630.65,1000,839.933722
502.85,1000,845.593291
266.85,1000,851.24757
325.35,1000,857.116191
506.8,1000,862.929874
534.4,1000,868.854168
601.75,1000,874.69028
340.2,1000,881.258783
