#{"t_start": 1761602797.7467754, "env_id": "None"}
r,l,t
1790.2,1000,7.010584
1225.45,1000,13.164524
1708.95,1000,19.359942
812.75,1000,25.479831
1136.05,1000,31.665426
1591.6,1000,37.866663
953.85,1000,44.07949
2112.0,1000,50.260753
1943.8,1000,56.499399
1431.3,1000,62.69313
1581.65,1000,68.951875
234.85,1000,75.171442
-751.15,1000,81.469943
-976.3,1000,87.646538
-441.05,1000,93.687041
-542.15,1000,99.638658
-624.45,1000,105.570145
-128.65,1000,111.440617
-451.8,1000,117.258497
-468.35,1000,123.09376
-852.35,1000,128.744935
-185.15,1000,134.393234
-399.75,1000,139.844591
-121.6,1000,145.329933
-297.65,1000,150.621803
-366.5,1000,155.967147
-137.3,1000,161.239145
-133.95,1000,166.515585
-289.4,1000,171.717918
-136.6,1000,176.915879
-68.85,1000,182.056573
-120.25,1000,187.313641
-62.0,1000,192.493843
37.25,1000,197.776613
66.25,1000,203.021408
-324.95,1000,208.201003
-121.1,1000,213.327849
-281.25,1000,218.508527
-381.15,1000,223.669024
7.75,1000,228.867823
5463.5,1000,234.152022
5933.9,1000,239.637649
5762.75,1000,245.082781
5729.1,1000,250.671475
5903.3,1000,256.350747
6011.6,1000,262.048512
5338.8,1000,267.82714
6467.65,1000,273.75778
5988.0,1000,279.660731
5911.75,1000,285.615999
327.9,1000,291.514606
153.7,1000,297.47294
259.7,1000,303.397347
607.8,1000,309.294151
115.35,1000,315.222853
330.3,1000,321.083915
135.15,1000,326.896951
107.95,1000,332.559582
-11.55,1000,338.263057
230.25,1000,343.951171
425.4,1000,349.692206
330.3,1000,355.352877
332.4,1000,361.108645
318.15,1000,366.918546
85.0,1000,372.756576
25.2,1000,378.740471
130.2,1000,384.592752
35.1,1000,390.524859
235.2,1000,396.350708
228.35,1000,402.25714
235.2,1000,408.15228
225.3,1000,414.065173
535.35,1000,419.974253
640.35,1000,425.834678
315.15,1000,431.702192
435.3,1000,437.475689
624.55,1000,443.253849
330.3,1000,448.904725
330.3,1000,454.381906
-79.8,1000,459.988589
424.45,1000,465.60339
111.9,1000,471.054575
629.5,1000,476.484078
329.35,1000,482.071541
30.15,1000,487.703617
335.25,1000,493.281042
230.25,1000,498.884805
525.65,1000,504.457568
427.5,1000,509.835696
609.9,1000,515.210758
338.3,1000,520.621823
470.55,1000,526.016755
29.2,1000,531.399957
230.25,1000,536.779637
335.25,1000,542.116681
729.55,1000,547.523821
228.35,1000,552.944243
334.3,1000,558.436076
5901.3,1000,563.924569
6073.0,1000,569.42371
963.75,1000,574.963298
222.45,1000,580.584414
590.9,1000,586.256524
174.4,1000,592.027656
323.65,1000,597.831947
230.25,1000,603.797582
320.4,1000,609.632586
333.35,1000,615.482695
438.35,1000,621.26808
480.45,1000,626.921546
230.25,1000,632.540399
230.25,1000,638.11716
15.3,1000,643.717282
315.45,1000,649.253438
390.65,1000,654.77466
135.15,1000,660.210506
324.4,1000,665.590171
135.15,1000,670.840757
430.35,1000,676.257041
35.1,1000,681.65277
330.3,1000,686.891643
440.25,1000,692.069824
730.5,1000,697.337116
430.35,1000,702.596512
515.55,1000,707.914013
510.6,1000,713.192296
319.45,1000,718.617873
325.35,1000,723.974783
287.75,1000,729.365121
435.3,1000,734.701215
525.45,1000,740.060878
430.35,1000,745.346881
619.8,1000,750.671617
326.5,1000,755.95934
230.25,1000,761.281858
417.6,1000,766.54982
225.3,1000,771.737553
625.5,1000,776.972731
535.35,1000,782.220183
225.3,1000,787.467999
615.6,1000,792.764873
530.4,1000,798.040437
429.4,1000,803.342241
230.25,1000,808.53167
613.9,1000,813.629567
329.35,1000,818.725086
525.45,1000,823.98779
426.55,1000,829.182962
5975.55,1000,834.478936
5873.15,1000,839.941724
837.25,1000,845.601746
220.5,1000,851.255571
726.3,1000,857.125192
544.45,1000,862.93588
517.25,1000,868.861174
525.45,1000,874.698783
-60.0,1000,881.266787
